,gender,age,cust_id,became_member_on,income,days_as_member
7336,F,58,6315392db2274a1f89ad516e9071bce0,2018-07-11,93000.0,869
7337,M,26,7afd804bab1a4408868bb5f493169e48,2016-06-09,63000.0,1631
7338,M,53,55c6fbd642b748a395bf83c8dec3f684,2017-05-19,55000.0,1287
7339,M,56,395d93dc9b9d4cb7bce9901fa07f27ec,2014-05-26,75000.0,2376
7340,F,29,c38c65f6837d42d8a2c15a2acbc15366,2018-03-12,32000.0,990
7341,F,47,6e23a5486c6f424ba3ea13019f6a5806,2018-01-20,93000.0,1041
7342,F,74,359aa75bac3e4b15b0df6b1ade7f08a6,2018-03-24,67000.0,978
7343,F,75,3d6838fcab094b999a032af69d635f89,2016-11-04,79000.0,1483
7344,M,59,c836ae4ca1cf403785b879c7b3372eab,2017-08-19,67000.0,1195
7345,M,65,54dedf2f67614b3b801a67cde46c8ea7,2016-02-10,106000.0,1751
7346,M,54,1a3e35ba8cd34e9286af057604fd410a,2016-03-10,109000.0,1722
7347,F,60,943eba7452dc43b985461489427c8bba,2013-12-25,57000.0,2528
7348,F,55,df21032020524a05861095e57efcab46,2017-12-06,75000.0,1086
7349,M,54,29326f9f93194d8fb98d4d60532b9056,2016-02-25,61000.0,1736
7350,M,85,1f88b300c65e42e382aee3b6fef0dc9a,2016-06-28,75000.0,1612
7351,M,47,edde99158465417b8bdbeb5b351ff6cc,2018-04-16,43000.0,955
7352,M,66,e16d5add92b44f9db7aaead5e77f1bb5,2016-05-16,54000.0,1655
7354,F,49,f3d5c65a17e74ca2b019fe0b85d24f46,2018-03-21,73000.0,981
7356,M,19,89c440131f9347a1910d940e46cb4056,2018-03-19,44000.0,983
7357,F,76,cb92a8c166ee4fc3a3eeb06bdd6ac465,2017-05-20,115000.0,1286
7358,M,40,7127e3ab3285454d8c8c512cbf1d4ad1,2014-05-29,67000.0,2373
7359,M,89,d162eae1102148a9883683a11f4f05f4,2018-02-19,80000.0,1011
7360,F,88,72412f41d944472dbba2183ae9af8a8e,2016-01-17,105000.0,1775
7361,M,59,f9c27f6e2fe2441e97db37db2ba3cc17,2017-10-28,50000.0,1125
7362,M,27,5bd7a2745d0641d89d174521080558eb,2015-09-08,39000.0,1906
7364,F,67,06476b6b8d2a46a4a6a010ad0bb41698,2016-09-10,111000.0,1538
7366,M,55,40e6454455f941338a10f99206e0ff0d,2018-03-25,56000.0,977
7367,M,43,8db03c98a26844ac9b4123910cb6641a,2018-07-24,56000.0,856
7368,M,62,f709aca8c4e54792b438caddff279fe5,2015-09-09,113000.0,1905
7370,M,75,cf5d89bcd0b74f5a8ee75578baf083d8,2017-05-26,43000.0,1280
7372,F,24,315a53ae710942a89c5351d1c05dce8b,2017-05-31,37000.0,1275
7373,M,22,492e3e3adea34fdf907cabaa222cf27c,2018-07-03,71000.0,877
7374,M,70,4b7be2796f514ae285933f42f859d30b,2014-01-10,71000.0,2512
7375,M,56,3baa1149bbe94e8f9deb70024f50ae2e,2018-01-19,60000.0,1042
7376,M,54,69c15bc685ef47bc91b850ffe90949d8,2015-09-13,70000.0,1901
7377,F,72,5000aa9e8fc84433a6bb022471ec1578,2018-01-03,96000.0,1058
7378,M,47,5167094eab4d4b59a225b0453ba8b633,2017-09-15,46000.0,1168
7379,M,46,1a2dafb01354452292804547c74f2330,2017-12-29,43000.0,1063
7380,F,54,29238e21ecf4463d82316a6f610915e1,2017-07-10,101000.0,1235
7381,M,88,246126838bba45659893c568a5abbb9c,2017-09-10,64000.0,1173
7382,F,87,e465b76ab7fe45aab973997ee3412e7e,2016-12-27,31000.0,1430
7383,M,69,86044a1798d646e18b43cd813f7a79c5,2017-08-28,92000.0,1186
7384,M,45,c7c8f63a6992417b880e5af9f9fa035d,2017-08-12,76000.0,1202
7385,M,34,4d5618b1bd0c4d1693b860e5b4daac40,2018-01-31,52000.0,1030
7387,M,63,48c1ee6a10d74a20a411ba8fa7c08f03,2013-09-02,45000.0,2642
7388,M,75,248dc37acf3f4197b0a92bda480e57a5,2018-05-29,37000.0,912
7389,F,60,a80ed01ca0f14e49bde53fb7a175faa4,2017-08-07,113000.0,1207
7390,M,45,c85fc8b42e9842c881837defc9c20275,2016-02-22,58000.0,1739
7391,M,21,f380a497008b4805a72bf5f1b3fe4560,2016-04-03,48000.0,1698
7392,M,46,2f937953414c4fc5aae319f8ba4d441c,2018-04-17,76000.0,954
7393,F,85,617a8fe20e1643dc9dac7a8f8d8f7a99,2017-10-04,31000.0,1149
7395,M,42,fa126009823a473e9ac78f31749de9fc,2015-01-22,45000.0,2135
7396,M,74,3c65635c6c984c3280fcfc39382452dd,2017-03-07,77000.0,1360
7397,F,53,52eb99f0838e4d69b3a33cdfd899f5a6,2015-09-14,96000.0,1900
7399,M,53,c64ca3264b8a421882bc7055d1776f44,2017-09-29,51000.0,1154
7401,M,61,955a27cddffd457da36cca5de249aa33,2018-04-19,35000.0,952
7403,F,70,7b53d7ddc0d64a929d216857837bdab6,2015-12-29,95000.0,1794
7404,M,49,7fd4168b70e64c4a8d1fc3488fad4164,2018-01-25,96000.0,1036
7406,F,70,bc8f94f7e220405393414f17b3fe25c5,2016-03-15,100000.0,1717
7407,M,60,c1be2d7ddff648ba80e1a27c7fc9bff8,2018-01-04,84000.0,1057
7408,F,28,1afa3c131c8842b78fd580f6f6c66a6f,2014-04-27,38000.0,2405
7409,M,43,fbfe4e14cb5147d2b0ce619378b40069,2014-06-21,73000.0,2350
7410,F,71,8d4554196c5b4a8e84ebfbbfe9d082b9,2018-01-29,93000.0,1032
7411,M,69,a9405d222eb042b3ab274c22f2a3241a,2016-11-19,31000.0,1468
7412,F,57,9051ff3eaf2947038a6d716fd7a076cd,2016-05-27,56000.0,1644
7414,F,47,507e271f7d2f43458ba0162db5c41b3f,2018-04-27,60000.0,944
7415,F,43,2201a5d7a57b4430b803c34926a7f1a2,2017-10-09,77000.0,1144
7416,M,60,f1c2a53947ee4c5db8fec148a19f04d8,2014-02-16,52000.0,2475
7417,F,57,1bf9370f3a6447fe9bd8f17320daa385,2017-04-28,74000.0,1308
7418,F,58,e27b7b5d901d438ab0365f39d460dbf5,2017-12-14,114000.0,1078
7419,M,30,e671898959a54f92b8badd3ecbb2b260,2017-12-13,68000.0,1079
7420,O,58,fb8cc2d3feaa45b3a884c0a7a65cada0,2017-12-14,87000.0,1078
7421,F,47,e763002bb9c449df8bfaf5305773029e,2018-02-09,41000.0,1021
7422,M,74,36f521d12abf490aa6aefc524c928bf0,2018-06-03,61000.0,907
7423,M,83,bb54106e5dc34e33a94981ae317ab3da,2014-02-22,61000.0,2469
7428,M,63,a138d7637a054c37800609decf35c5c6,2018-01-24,96000.0,1037
7429,M,77,d18403099d124d95938941bd98f008f0,2016-11-08,37000.0,1479
7430,M,32,bc36862e6db048a6831b7707fc0a819d,2017-01-20,45000.0,1406
7431,F,64,f95b3a584b014e4799c50e405ccf43c7,2017-12-27,69000.0,1065
7432,F,60,0e1d61a719e54bf596e45f1b4948b3d0,2017-06-13,96000.0,1262
7433,F,46,8f1d8f4875d04c83b826a9df90dedfe4,2018-04-11,73000.0,960
7434,M,54,4eab02d70ac241a8911502dc1954069d,2017-07-13,32000.0,1232
7435,M,75,b75f60f949e54f649375f68f980a771f,2018-04-24,32000.0,947
7436,F,70,74ba9f5fa5394f4c87885867339f8c65,2017-10-31,92000.0,1122
7437,M,26,2fd7a38e7640433facbad7081668f671,2017-02-05,55000.0,1390
7438,M,76,051e221bbd75481c8d935f6adcee2edc,2016-07-05,69000.0,1605
7439,M,77,4de618ca398b4a89aefef5ffaed7443f,2015-10-14,82000.0,1870
7440,M,37,4c96ee37b5bb4d389177ca83222d5d84,2018-01-22,68000.0,1039
7442,F,62,13712893fcb34bd691d9a1dfd0d155bd,2017-08-26,98000.0,1188
7443,F,57,431c1dedcdf348b8bb6aa51c00d46219,2017-11-18,77000.0,1104
7444,F,44,63fcd3b7b0e64166ac6b8d6cc4c5f23e,2016-03-12,67000.0,1720
7445,M,62,a024732dd4f14bb28d2292422371fec2,2015-09-11,56000.0,1903
7446,M,32,090787edb9ca42a7ac812641fe2ab118,2014-06-29,40000.0,2342
7447,F,70,681ad9de9d854246a517376db27d4cc1,2016-03-25,56000.0,1707
7448,F,68,8d30c524932649a5b4021e56f6ad9580,2016-05-28,116000.0,1643
7449,F,53,8284624d7cda4e2aaefc2e24c0031e51,2017-11-22,72000.0,1100
7450,F,49,bb16ec6e02b14940a95d65bffd980456,2016-09-29,94000.0,1519
7452,F,85,089d00cfd1fc45258ce97ebd2e4779f8,2015-11-30,75000.0,1823
7453,M,50,8273598337b24b1f967141e2e43c316f,2017-04-14,52000.0,1322
7454,M,36,d68d55e1ac834e7680e1fdcfd8ccb756,2017-06-10,67000.0,1265
7456,F,60,ec54c62e1037462ea711e45edf5a5154,2018-03-10,73000.0,992
7457,F,70,5dca502de36e41f4b37c7f4795078b28,2015-11-07,110000.0,1846
7458,F,44,226a51a4d1204398949b0fd51cdf8a10,2017-11-01,58000.0,1121
7459,M,45,fc0561465fd34eb0a59bc1a7995285f6,2017-11-27,68000.0,1095
7460,M,51,e40650c705384775b3ca0223fe6f10be,2017-12-11,39000.0,1081
7461,M,49,b23fd66b4bd4463b8382ff9007f7f861,2016-02-13,44000.0,1748
7462,M,37,668d781e8fe74af087c0f35490f12a67,2017-08-22,66000.0,1192
7463,M,41,a3f828c0faa74d0a9278fa145cf1336f,2018-05-03,83000.0,938
7464,M,69,e7770213c8a7428f9e6dbaae2c4192b5,2017-11-21,60000.0,1101
7465,M,85,e9d95a32f93e4fa4b00990812acde9c7,2018-05-02,50000.0,939
7466,M,40,f6732790cfed4347b636b0519865724c,2017-05-31,99000.0,1275
7467,M,54,7d838fbaa68e4c37a5a30fa1691c71c7,2017-10-22,120000.0,1131
7468,F,48,dde37c32b59a493ca0b6f202c0a09388,2017-12-13,56000.0,1079
7469,F,86,a42c66f6abfb40df85014739db64faf0,2016-01-29,76000.0,1763
7470,F,88,e98cd87a44384ac6a0b3ce2ce70f3f3a,2015-08-06,53000.0,1939
7471,M,28,f630d4e757c042a0802e8aef91b9211b,2018-07-09,68000.0,871
7473,M,69,c5f291c0fb074014a2e2db16a56aee18,2014-10-23,70000.0,2226
7475,M,56,a5ecec6855aa4835946e9d93bdb5fcd7,2017-12-30,97000.0,1062
7476,M,61,9719186ce75a4e1bab16678eaa81397a,2013-08-31,70000.0,2644
7477,F,53,9d8f44ec36614d7c992fa640ae133fc3,2016-07-26,87000.0,1584
7478,M,30,e815018e63b34f96abd36d7174ba600f,2018-04-22,48000.0,949
7481,F,78,70f8c587fcf9433b8ca366eaf480f814,2018-06-12,81000.0,898
7482,F,82,940cc540a67f4ddfbe25146a2a71355f,2016-07-23,94000.0,1587
7484,F,54,ad48cce43e2243d5be3b84b58d022fe2,2017-12-02,61000.0,1090
7485,M,94,b8bef39dd2654f90af97658f0ca65f75,2016-07-28,51000.0,1582
7486,F,94,6ec2b241ddc0404eb3bcf22cb324b69e,2017-06-01,73000.0,1274
7487,F,35,112332d9986546f8a58ca5b77f9d823e,2018-04-08,50000.0,963
7488,M,58,d3c01d3f66d142df959c19fb8bef8af9,2016-07-29,93000.0,1581
7489,F,61,e4c1df33299b4b9d9d8924a45823095d,2016-11-05,113000.0,1482
7490,M,32,4f0dcdd442f845248a28fe45f85ec9a6,2017-03-06,50000.0,1361
7491,M,70,f97466e2ac204f199f6adc61504b7108,2017-10-03,96000.0,1150
7492,M,76,5bfbf2afd12c4f49931e100c26506855,2017-11-30,50000.0,1092
7493,M,82,0db38d21da2e4d17b1b0b43320b7ebab,2018-06-04,31000.0,906
7494,F,67,31b1bf63e5774b38b98457142e1e4191,2017-01-22,103000.0,1404
7497,M,47,c1b48c3da509479ba0df92dd90803fdb,2017-04-13,64000.0,1323
7498,F,53,1e8555612cf545938953a8a648705185,2016-12-09,104000.0,1448
7499,M,40,13f26e369c1240c08200f4f1bcf26456,2017-02-05,39000.0,1390
7500,M,59,f79eaef4594e421b83e8c6e4f0234f22,2017-08-12,78000.0,1202
7501,F,76,d1156d13c1d443a885e3ea825975ce8e,2016-04-24,71000.0,1677
7502,M,34,c766988254754a299ba73e59bedf8cc0,2018-01-08,38000.0,1053
7503,F,43,c0ed6d30eade4c5d806348ac2d43a16e,2016-04-23,90000.0,1678
7504,F,86,0121fe001b7a404fa9cbe486f8944baf,2018-04-12,109000.0,959
7505,M,69,dad1c0e6bfe44dabbcb5c5c355c1cea8,2017-08-02,35000.0,1212
7506,M,75,06f4bfb1cb4c4c968add3d9980a279fa,2017-12-14,75000.0,1078
7507,F,67,f02b33f57a3c4824a99ae579e5ff406b,2017-03-27,110000.0,1340
7508,M,71,53696ba3fa0d4cada4b9aed2b61b5b22,2017-03-26,75000.0,1341
7509,M,20,89f98f35964f49559951177fdfebaba2,2017-09-10,51000.0,1173
7510,M,59,bf9a977afac347909f6154675a0e2bc2,2016-06-19,93000.0,1621
7511,M,21,747ef5ce4cb94dc7998c86f8d3b3d24a,2017-10-30,54000.0,1123
7512,M,27,c85102fc7118449c818bf3a3b88e107f,2017-12-24,62000.0,1068
7513,F,54,50c3063af3c04074b817b1488e238e66,2016-09-22,120000.0,1526
7514,M,59,d2b287e7ecd34b628b05a16317b2af9a,2016-08-15,99000.0,1564
7515,M,74,9a3ae3cd8ae84a59bd4ffb201c04977e,2016-09-14,82000.0,1534
7516,F,57,3671e62b64104ba49147706fb33087ff,2017-08-21,46000.0,1193
7517,M,58,c7415064290d442db71f8208fd565e10,2017-10-31,44000.0,1122
7518,M,62,ccb81c7706fa46b692d357a2098fdfb1,2017-09-24,52000.0,1159
7519,M,47,244d3bc4a9bf4483a7c769b7f1079744,2017-02-06,39000.0,1389
7520,M,19,de557b1ba8494a589bc66d539032f568,2017-01-27,47000.0,1399
7522,M,57,021adce38ab34ede96422ae107643fd5,2017-04-05,65000.0,1331
7523,M,34,e4193dd54abd45aa8254db2c26982cfc,2013-09-17,61000.0,2627
7525,M,20,208bf54c363a4542bfe02328b47b9912,2014-07-01,73000.0,2340
7526,F,41,a83c48c17c2a45daa51345d5fa6a0a7a,2016-06-15,61000.0,1625
7527,M,19,84c753e586094a35b2086af8ffea63b2,2017-11-01,33000.0,1121
7528,F,57,83d46d42789c42d3bfca525ce3ea8c17,2017-05-05,93000.0,1301
7529,M,69,6214d18adaa3410f917af1aaa1bf546e,2017-02-23,73000.0,1372
7530,M,49,a6292629dfb24fc583dd6d324d47a5dd,2017-11-10,79000.0,1112
7531,M,36,59e8af4b2fbf4d119611450e20d8bbc2,2017-12-23,63000.0,1069
7532,F,52,1d72c517c8404527a34f7431b3f0ba93,2018-03-02,89000.0,1000
7533,M,43,e9d127cf3f794ccbaac940f93c15ce8c,2018-03-23,72000.0,979
7535,M,19,cfddca83cd5d4f968498841f1e734e2f,2017-08-12,58000.0,1202
7536,F,47,b23f03652b9f475eada633abb8d4eb67,2016-04-30,59000.0,1671
7537,M,40,c9f5e6b7918540d692179bf5b1608935,2015-04-26,66000.0,2041
7538,M,36,9eebfc7e84054e4c84d3caa8979e40c4,2017-02-22,75000.0,1373
7539,F,71,2e971027f5ae47f0bc67248629c19afd,2017-07-31,114000.0,1214
7541,F,38,d3fde2db514a40c8bae78da030e153a9,2017-07-17,99000.0,1228
7542,M,36,261a27512c6b4c8aaa8cfc6fa465f463,2018-07-09,91000.0,871
7543,M,72,2dd5daa8a5e14fcd8fca67457541fc48,2018-03-01,37000.0,1001
7544,M,65,a0ae43a9b2d343e19a7cddb9c07353bd,2018-01-10,30000.0,1051
7545,M,49,8b7cb825575046b49bac1174259f446b,2017-07-31,48000.0,1214
7546,F,47,15340eb06d624fa486d5f3853191e9a1,2017-10-27,52000.0,1126
7547,F,75,3ca81d378ae04fa0b597aa70ef98c403,2018-01-17,97000.0,1044
7548,F,55,6280ae4ee7844024bbcdb9d339d2d859,2014-09-08,63000.0,2271
7549,F,63,c2eacdc687cc41209c602d36803f584c,2014-08-05,84000.0,2305
7550,F,54,7f07308a062844c3bd54012ccdc3fb81,2016-10-16,106000.0,1502
7552,F,42,967e2f8cabb948e1944f7472b2ca92f7,2017-12-26,72000.0,1066
7553,F,67,67e28b7e5ee54bd9a1c1ced1cb359148,2016-10-08,70000.0,1510
7554,F,62,a05d5de8d4314ec19162578f67af3fee,2018-02-04,74000.0,1026
7555,F,60,9b42f9e0dc2e465982845e31f0b5c02d,2018-02-26,58000.0,1004
7556,M,74,b428d395c99941368d692d7bbd31f9d4,2018-01-05,46000.0,1056
7557,M,65,d73a95cbae9a483190e8ebafe7dea937,2016-02-11,58000.0,1750
7558,M,60,5c4236ce34e845cab4c90167ec59fa30,2017-12-07,57000.0,1085
7559,F,70,e7f1ad269a7144fa9f6213a69b662e5b,2017-10-23,47000.0,1130
7561,F,72,eb6159cee95247c5b6a382415faa027e,2016-04-21,109000.0,1680
7562,M,50,1885c809d58447988f532ff93c41d8e5,2017-10-06,76000.0,1147
7563,M,54,25b16f192a9c418cbc29c814abd62062,2016-08-14,85000.0,1565
7564,M,66,db06532760134014aa9445c7560554af,2017-06-06,92000.0,1269
7565,F,62,75a147f153b74a3c9168b657a901aa3c,2015-02-02,45000.0,2124
7566,M,20,3ff318b1f700424897bb15fd18c8ebff,2017-11-01,53000.0,1121
7567,M,52,947e6148f5364f1d99fd0779fd451769,2017-10-29,92000.0,1124
7568,F,95,730a4c52e0ff4efab6531d6d77e33fe5,2017-08-16,66000.0,1198
7569,M,73,33834c812b4e47e4955093ad03f6117a,2017-06-26,49000.0,1249
7570,M,21,4bdbd489583245e6a3a39456dccfc1d2,2015-11-11,71000.0,1842
7571,M,90,67122ee1161147c6a50797c6d0084373,2018-07-17,55000.0,863
7573,M,63,7d54b36f7d65453094592e734f3b1f5d,2016-06-16,96000.0,1624
7574,M,29,8b4fdc40b3fa43e0a3c392cc4048150e,2017-10-27,30000.0,1126
7576,M,66,d31fa8b9716a45c9a9411eb805f8c7d0,2016-12-02,91000.0,1455
7577,M,59,3a44faa8642a47f2bec31cf91371b13a,2016-04-30,72000.0,1671
7578,M,33,42ee9df85c43446b99f37a7ee3296c5f,2016-05-26,64000.0,1645
7579,M,60,b424a0f1122a45e691b5f40b3779e5c9,2015-04-29,57000.0,2038
7580,F,79,86a00bb1fc2f4034b0f54374a6b42c1b,2016-05-22,77000.0,1649
7581,F,50,0e0b661dcd6e456c816747eaf0342057,2015-10-14,86000.0,1870
7582,M,28,8827be85fca64a43bb6459f4099e16f9,2017-08-15,35000.0,1199
7583,M,67,020be6e9805649858595dfbaab15ccd7,2016-01-07,39000.0,1785
7584,M,52,2551b0b1ec404ea89fbaae4c9cce7232,2018-05-29,46000.0,912
7585,M,61,e01921a2a1824acb8d3819e75b954910,2018-01-08,44000.0,1053
7586,M,28,05037de294c540d3ba92aa627b992066,2015-05-30,62000.0,2007
7587,M,86,872e5259cef8468fb5975a3402e14176,2016-11-16,56000.0,1471
7588,F,40,9c7eedb7b2a340c39abe071aabaee8af,2016-03-15,51000.0,1717
7589,M,64,42bb26c6f1704c9482a0a949801fee7f,2016-02-18,118000.0,1743
7590,M,64,c53945d7374f4c4787a8fea9a3570d25,2017-12-23,107000.0,1069
7591,M,63,0a9fe790648c471bb8ee7bd554ce3122,2017-09-04,51000.0,1179
7592,M,19,7a3f7b744de042fbadf2fe7f72619bda,2018-05-11,54000.0,930
7593,M,41,a8359470eecc407b813a41fa5fb8b091,2016-12-12,32000.0,1445
7594,M,51,92ee39236adb4aea87e5d4c96026f0f1,2014-05-17,79000.0,2385
7595,F,62,67270b961f1c422e991373e75a4f2f40,2014-09-22,99000.0,2257
7596,M,47,774850c7a7054920b8ad02fd25ff5ee0,2016-05-29,65000.0,1642
7597,M,54,248299cb7b7c4aa184e23eb2d5969b6d,2017-05-22,99000.0,1284
7598,M,54,c3f272422a0a47ab8dd05239a6b0bbf4,2017-12-04,63000.0,1088
7599,F,69,3a2f309ab7f24014b7d4a061742cb0cc,2017-03-22,92000.0,1345
7600,M,55,50af1c2d62584c06ad8058ea5701fd05,2015-08-03,83000.0,1942
7601,F,29,15423c3dc40b4ef980962328103c18be,2017-01-07,59000.0,1419
7602,M,49,6de9de1e918648bcb0b69a72d12f6a74,2018-05-16,57000.0,925
7603,M,72,34e4608290b94a0d9da68bd262f2ad3a,2018-07-17,64000.0,863
7604,F,58,f82d0dd16175415a83dfa4fecdb7c792,2017-10-10,70000.0,1143
7605,F,56,0fd8305cb5f94b369ed682d8940176c9,2018-03-03,53000.0,999
7608,M,36,612071e0a69046acb1fff4d8762d264b,2018-02-24,73000.0,1006
7609,M,51,da5aaa183d4b49ad8deafa2630df4ab2,2017-10-06,70000.0,1147
7610,F,47,feb81af45577406ba2412511b8b106f3,2017-02-19,58000.0,1376
7611,F,69,655ed241ef95444da9e71fd07e799751,2017-07-25,114000.0,1220
7612,M,69,39287b12a7834648ba2193874e34eb67,2018-01-06,58000.0,1055
7613,M,53,06de851506d44f9f803058b8e01d4392,2014-02-02,68000.0,2489
7614,M,49,736d5d74b22f4a9584827d8dc2e1f5b2,2017-11-19,74000.0,1103
7615,M,50,072731be403a472883bed6c38a8e7aa8,2016-07-12,73000.0,1598
7616,M,33,ec8a12c9d36142efbff26a115fcc491d,2016-09-05,63000.0,1543
7617,F,61,910a58abd30c4df596b3904b4471c626,2018-01-22,72000.0,1039
7618,F,56,e0c1daba98974e05b0494c3247828631,2016-04-11,71000.0,1690
7621,F,64,0622afdf88de4cb4b0b59f08312c344c,2018-07-22,66000.0,858
7622,F,47,9a016ced390440d9962499459afce371,2017-09-05,60000.0,1178
7623,M,26,8f96205fd4b5417f8ad3771926ce0c79,2016-05-14,50000.0,1657
7624,F,47,6b3b82ebed4e471e81e199ffdc32c52e,2016-06-21,54000.0,1619
7625,F,77,a85e833765284962af10e8156d04396c,2014-03-13,90000.0,2450
7626,M,52,79904d30eb8a4763b5011a010e53fb97,2017-12-26,54000.0,1066
7627,M,23,5a72c88daab343ab89b3432e7ab11317,2018-02-24,49000.0,1006
7628,M,55,ff48bf4b65cf41a29d7086e3f742a73e,2018-03-07,57000.0,995
7629,F,37,c62495616d1a475e9d6af7827c6dfd86,2018-06-18,72000.0,892
7630,F,81,895cedf9adcc4c8ab3767b70f03cad69,2017-12-04,108000.0,1088
7631,M,51,f996325f8eba45b1923032c0b9945220,2015-08-19,72000.0,1926
7632,F,54,233135b25fbe42b6afc24081d9caf06a,2016-05-27,97000.0,1644
7633,M,69,7f8c08f37eeb4e88885295e3c1c8429e,2017-12-26,69000.0,1066
7634,F,61,9494823c73a9408db756d4cfacd9c8ee,2017-01-09,119000.0,1417
7635,F,85,e6d9da82e0bf4894a8570374f87f0588,2017-03-18,104000.0,1349
7637,F,22,5b840b03cb2e48f0968e6df6260cd89d,2017-10-16,32000.0,1137
7638,M,64,13c3884c80ee4878ad15e81ab63cb95c,2013-10-03,36000.0,2611
7642,F,72,acc7e5f4e14a4297a80ec65c170c9c4d,2017-01-13,87000.0,1413
7643,F,49,158d8edca3b443c7a65eaffd591bdc27,2017-10-01,52000.0,1152
7644,F,52,ab30c9f39ed8437084047b83de9a0139,2016-09-11,39000.0,1537
7645,M,73,1ffbfe62d38f4a0ebae49a79b1dd8601,2017-07-17,110000.0,1228
7647,M,46,b170886053344d3a8b6c8f3a5672b059,2013-10-05,76000.0,2609
7648,M,80,4c0f0e94e78c46baa2d06445a5af0546,2016-02-13,77000.0,1748
7649,M,36,2070b9fd7b9e49ed8e797a81f16562d1,2018-02-09,39000.0,1021
7650,F,64,d702ce170a8846fcbb9d16cea56af505,2018-01-13,85000.0,1048
7651,M,86,77bd92cabd144697906127ad2327e697,2018-02-21,59000.0,1009
7653,M,40,e8b235494f694a00bf8b3f1915eb8039,2013-10-04,56000.0,2610
7654,M,49,923221df63774ab78306eaae67a86082,2017-04-28,62000.0,1308
7656,F,36,7fdc6386e3e3460d8bab1f8f31bc72d6,2017-07-05,51000.0,1240
7657,M,29,b85acef400ab40cca023cb5895e07d97,2017-10-25,58000.0,1128
7658,M,36,847c7af48a2e46ba98d14d766b436a9d,2018-06-29,60000.0,881
7661,O,39,c0231649f05d40889e3a6e1172303b37,2015-09-13,53000.0,1901
7662,F,41,9b75ecc50287471c9154e85be26068a1,2017-08-20,55000.0,1194
7663,F,86,59234786075e4b508bad7075122dc23e,2016-11-06,72000.0,1481
7664,M,46,8f5592cf479e4fd3b37fdfffa65977ff,2018-02-02,88000.0,1028
7665,F,42,8121823454154aca8766a4753fe0c26d,2016-05-20,56000.0,1651
7666,F,54,1ac0142abefa459aa275aeb9410b6109,2016-10-05,34000.0,1513
7667,F,47,f70a6bf75f6f4fe4ae288f034b562b8b,2018-01-03,82000.0,1058
7668,M,44,313f11a99c9e45aaab99f3af379349ad,2015-11-21,30000.0,1832
7669,F,19,ce2a843de1684511a4276942c4ccead8,2016-10-31,61000.0,1487
7670,F,42,248bbe21f980472db713800afcc46816,2017-09-19,66000.0,1164
7671,M,57,0abb3f3cf3634fd4866a22052f8c9e5f,2017-10-26,97000.0,1127
7672,M,61,40ce078d5b2a43d19138a788754520be,2016-05-02,31000.0,1669
7673,M,56,adcbfd37ea65430d852cb783808d05da,2017-08-21,46000.0,1193
7674,M,23,3e1f861274834e59a88d4f721c747806,2017-10-10,47000.0,1143
7675,F,54,47ba5d6d618e4e4a8c1baeff7047a44f,2018-03-10,109000.0,992
7676,F,65,ba1d8661fce44d34ba7fc0b3dbdbf223,2017-08-10,70000.0,1204
7677,F,75,8de3433dc1e846aeabc68799e7384d79,2018-05-25,83000.0,916
7678,M,46,36c3f21fa1ea4c15966a04e8ee375a34,2017-05-15,70000.0,1291
7679,M,69,f0d129d6bb79456b8529884a83d16007,2017-10-20,51000.0,1133
7680,M,58,c0575658bcbf47498787e8253f00c87f,2015-11-30,94000.0,1823
7681,M,67,b75b00a50cfa4059aef0851e81904a24,2016-04-09,114000.0,1692
7682,F,66,49ae517b9f4c4ee1a07418b28ea549c2,2017-04-24,96000.0,1312
7683,M,18,74baf5c00ec246b19efd321ce3873352,2014-02-24,38000.0,2467
7684,M,73,f842cf8ca9ff488abd1579ab2453283f,2017-08-08,43000.0,1206
7685,M,59,352237925fae412d801ac31a531cca82,2016-06-11,83000.0,1629
7686,M,42,8619c8b196d44521a0102307117162c1,2018-04-12,61000.0,959
7687,F,84,b11ad86678e347efb43115795a2d053e,2017-12-30,37000.0,1062
7690,F,71,a3987eccf7c744b7985e432bdb377742,2017-09-15,87000.0,1168
7691,M,52,56be387667484ed98219c34cad38d8c7,2017-07-31,91000.0,1214
7692,F,57,9893d7208428455a98dc1a402148b3c8,2017-10-29,70000.0,1124
7694,M,66,af76332f99e34945ac7e4880c74f7c91,2017-11-13,97000.0,1109
7695,M,58,ff32850d18294e8281866662bea65858,2016-01-11,72000.0,1781
7696,F,53,e221d896cd5147768d19ea5bc3a53fe4,2015-08-28,49000.0,1917
7698,M,49,ba8cf7c979d64fa681e943bf394a6eb3,2017-11-21,91000.0,1101
7699,F,56,cbabc68837524896880e4fbd8c6b1c34,2016-07-01,55000.0,1609
7701,F,69,327cf20d527444aa9a7547f4aec21bb2,2017-11-05,88000.0,1117
7702,F,69,7f40846c42db4c4db3c03080f9f476d7,2017-08-08,75000.0,1206
7703,M,25,8e7d398d4bd948e397e201ad2bd5cce8,2015-08-15,61000.0,1930
7705,M,55,65754f3b7ac94c1b8309e22162bb5c17,2017-04-06,86000.0,1330
7706,M,22,fa02399824e44bab9485d2a19907f057,2015-09-06,48000.0,1908
7709,M,28,02c8c9806a8c44f792a218fb2e8756b3,2018-04-29,45000.0,942
7710,F,69,568ef95aa1cd4c11b9d2957865df672c,2018-01-07,81000.0,1054
