gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days,weeks_as_member,avg transaction count by membership time,customer_type,customer type
F,51,4c72fcb9d54045bc9dcc776782fff8d7,2018-03-28,93000,974,2,3,3,3,2,1,2,2,2,0,3,2,3,3,2,1,0,3,2,3,3,2,1,0,70.88,5.5,150,10,13,1,0.667,23.63,0.003080082136,18,0.1666666667,active,passive
M,23,8b84feacae464c8c9fff28100ad134a4,2017-09-07,30000,1176,0,5,2,6,0,0,0,0,0,0,5,2,4,5,1,3,1,2,2,2,2,1,1,0,13.25,8.571428571,174.8571429,0,14,0.4,0,2.21,0.005102040816,46.85714286,0.1280487805,passive,passive
M,60,f9f162cda5cd4c278ff6363da968a7ef,2017-09-30,56000,1153,0,6,4,7,0,0,0,0,0,0,6,3,5,5,2,2,2,4,3,4,3,1,1,2,18.81,4.9,132,0,18,0.67,0,2.69,0.00607111882,43.57142857,0.1606557377,passive,passive
M,62,81e459ab24434db99f657b928338c88c,2017-11-11,91000,1111,2,5,5,3,2,1,2,2,1,1,5,3,5,5,3,1,1,5,3,5,5,3,1,1,50.65,6.25,158,7,22,1,0.4,16.88,0.002700270027,37.57142857,0.07984790875,active,passive
M,72,e7e88108a354461b9ac3ca0246888824,2016-12-11,32000,1446,1,5,1,2,1,0,1,1,1,0,5,0,5,5,1,3,1,1,0,1,1,0,0,1,12.22,5.714285714,147.4285714,5,11,0.2,0.2,6.11,0.001383125864,85.42857143,0.02341137124,passive,passive
F,58,ff1e4421836a43138e7a66b0f5f61879,2018-07-07,44000,873,2,4,2,11,2,2,2,2,1,1,4,3,3,4,1,3,0,2,2,2,2,1,1,0,112.94,11.25,195,12,19,0.5,0.5,10.27,0.0126002291,3.571428571,3.08,passive,active
M,54,83e6dac7cbc7490e896a60bfd3154398,2013-08-10,67000,2665,1,4,3,14,1,1,1,1,0,1,4,2,4,3,3,1,0,3,2,3,2,2,1,0,30.58,7,168,3,23,0.75,0.25,2.18,0.005253283302,259.5714286,0.05393505779,passive,passive
M,25,10b82c47a87a403abe13dde32c5af8fc,2017-09-15,53000,1168,0,4,2,1,0,0,0,0,0,0,4,2,4,3,2,0,2,2,2,2,1,1,0,1,0.45,2.5,108,0,10,0.5,0,0.45,0.0008561643836,45.71428571,0.021875,passive,passive
M,58,04a19ef08c9c4648a587d64ff72bf6df,2017-12-16,60000,1076,4,5,4,14,4,3,4,4,2,2,5,3,4,5,2,3,0,4,3,4,4,2,2,0,237.84,9.615384615,168,19,24,0.8,0.8,16.99,0.01301115242,32.57142857,0.4298245614,active,passive
M,37,26597fda4cf64c70961450d5a5f515a3,2014-05-31,66000,2371,2,6,4,21,2,0,1,2,0,2,6,4,5,4,4,2,0,4,4,4,2,4,0,0,83.66,10.83333333,164,7,42,0.67,0.333,3.98,0.008857022353,217.5714286,0.09652002626,passive,passive
F,56,f0c7c3967f634607b09e9559b3427427,2018-01-08,86000,1053,4,4,3,6,4,2,3,4,1,3,4,2,3,4,1,3,0,3,2,3,3,1,2,0,137.26,9.636363636,168,15,15,0.75,1,22.88,0.005698005698,29.28571429,0.2048780488,passive,passive
M,87,e31ba2c5c35e4598889fd816c811f326,2018-07-14,34000,866,3,5,5,8,3,1,3,3,2,1,5,2,4,4,2,2,1,5,2,4,4,2,2,1,63.55,7.692307692,180.9230769,12,17,1,0.6,7.94,0.009237875289,2.571428571,3.111111111,active,active
M,49,f9b172b45ea2495ba31fee39ca23e9b5,2017-08-24,36000,1190,3,4,3,19,3,2,3,1,2,1,4,2,4,2,2,2,0,3,2,3,1,2,1,0,149.99,10,168,22,24,0.75,0.75,7.89,0.01596638655,48.85714286,0.3888888889,passive,passive
F,33,df140c4fd1084480a86305a420b1032c,2017-11-25,65000,1097,2,3,3,4,2,2,2,1,1,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,62.82,6.375,144,13,13,1,0.667,15.71,0.003646308113,35.57142857,0.1124497992,active,passive
F,49,bb7a712a2bd54274b5fc91d16b61ae7c,2016-05-19,59000,1652,5,5,3,14,5,4,5,5,4,1,5,4,5,5,4,1,0,3,3,3,3,2,1,0,178.23,6.153846154,155.0769231,22,22,0.6,1,12.73,0.008474576271,114.8571429,0.1218905473,passive,passive
M,69,7047452b0e9344e7b7d7e2e63162ac6b,2017-11-02,48000,1120,0,5,5,9,0,0,0,0,0,0,5,5,5,2,4,0,1,5,5,5,2,4,0,1,28.43,6,129.6,0,30,1,0,3.16,0.008035714286,38.85714286,0.2316176471,passive,passive
M,52,240f9e161db24e10bbcc963e3a3f80f9,2018-01-23,74000,1038,0,5,4,3,0,0,0,0,0,0,5,4,4,5,1,4,0,4,4,4,4,1,3,0,7.41,10,213.3333333,0,16,0.8,0,2.47,0.00289017341,27.14285714,0.1105263158,passive,passive
M,99,9e34cfea6818482197c2a5c397a2e256,2018-01-15,108000,1046,6,6,5,5,6,5,6,6,4,2,6,5,6,6,4,2,0,5,4,5,5,3,2,0,125.77,6.823529412,136.9411765,30,30,0.83,1,25.15,0.004780114723,28.28571429,0.1767676768,active,passive
F,62,75bc7856f9d843a3a9f6eecf651070a0,2017-06-28,62000,1247,3,4,4,18,3,3,3,2,3,0,4,4,4,3,4,0,0,4,4,4,3,4,0,0,134.22,7.272727273,133.0909091,20,30,1,0.75,7.46,0.01443464314,57,0.3157894737,active,passive
F,82,6c5bbcee7e4e4e60b093c7b4ecee8309,2017-08-18,73000,1196,1,3,2,13,1,1,1,1,0,1,3,1,3,3,2,1,0,2,1,2,2,1,1,0,28.11,6,168,3,13,0.67,0.333,2.16,0.01086956522,49.71428571,0.2614942529,passive,passive
F,68,eed3e00b3f624ccab50a6aafb028b71c,2018-03-14,71000,988,0,4,4,0,0,0,0,0,0,0,4,4,4,3,3,1,0,4,4,4,3,3,1,0,0,10,162,0,32,1,0,0,0,20,0,passive,passive
M,54,87434c4438e945e78107fc4fcf0c6a9f,2016-10-17,62000,1501,1,3,3,11,1,1,1,1,0,1,3,2,3,3,1,2,0,3,2,3,3,1,2,0,37.53,8.571428571,185.1428571,2,9,1,0.333,3.41,0.007328447702,93.28571429,0.1179173047,active,passive
F,45,c7b1c663f55f405d9acb0dd1099530b0,2018-05-21,48000,920,0,5,3,5,0,0,0,0,0,0,5,3,4,5,2,3,0,3,3,3,3,1,2,0,10.8,9.125,165,0,26,0.6,0,2.16,0.005434782609,10.28571429,0.4861111111,passive,passive
M,63,a8a2e7366a8444b6968fb2ebe27c68b6,2017-11-14,39000,1108,1,3,2,3,1,1,1,1,1,0,3,2,3,3,3,0,0,2,2,2,2,2,0,0,10.6,6.666666667,128,5,20,0.67,0.333,3.53,0.002707581227,37.14285714,0.08076923077,passive,passive
F,57,2e4954fe70524b6dbaa24816e040ab42,2018-03-23,81000,979,1,6,6,1,1,1,1,1,1,0,6,5,5,5,4,2,0,6,5,5,5,4,2,0,16.45,10.30769231,153.2307692,10,43,1,0.167,16.45,0.00102145046,18.71428571,0.0534351145,passive,passive
M,68,c629b5f79c85480bbb7623536c2fca19,2015-08-31,84000,1914,4,6,4,5,4,3,3,4,2,2,6,5,5,6,4,2,0,4,4,4,4,3,1,0,110.9,10.35714286,162.8571429,22,42,0.67,0.667,22.18,0.002612330199,152.2857143,0.03283302064,passive,passive
F,47,6671bb69613249e595e42e0594444789,2017-09-28,39000,1155,1,4,1,2,1,1,1,1,0,1,4,1,3,4,1,2,1,1,1,1,1,0,1,0,9.06,7.666666667,168,3,13,0.25,0.25,4.53,0.001731601732,43.85714286,0.04560260586,passive,passive
M,74,b50987e063ec45fca2b6343837d6a139,2017-08-17,33000,1197,5,6,5,16,5,4,5,5,2,3,6,4,6,6,2,3,1,5,4,5,5,1,3,1,325.86,6.625,177,17,17,0.83,0.833,20.37,0.01336675021,49.85714286,0.3209169054,active,passive
F,55,05a490c5df01453fb33e6ddd7e1744be,2016-12-30,41000,1427,2,5,3,15,2,2,2,2,0,2,5,3,5,5,1,2,2,3,3,3,3,1,2,0,36.29,5.2,144,6,11,0.6,0.4,2.42,0.01051156272,82.71428571,0.1813471503,passive,passive
M,19,b1552ad9c27d49d49e8a30eaf6cb79b0,2015-11-29,33000,1824,3,5,5,24,3,3,3,3,0,3,5,5,5,5,1,4,0,5,5,5,5,1,4,0,38.34,7.384615385,177.2307692,8,16,1,0.6,1.6,0.01315789474,139.4285714,0.1721311475,active,passive
M,22,01613170f679422a8acfa96f0f19fdf2,2018-03-17,57000,985,0,4,3,5,0,0,0,0,0,0,4,3,3,3,2,1,1,3,3,3,2,2,0,1,10.33,7.142857143,123.4285714,0,20,0.75,0,2.07,0.005076142132,19.57142857,0.2554744526,passive,passive
F,71,99991bf10a0f4523b5facba836769ae9,2016-11-11,37000,1476,5,6,3,14,5,1,4,5,2,3,6,2,5,5,2,3,1,3,2,3,2,1,1,1,115.07,7.571428571,164.5714286,20,20,0.5,0.833,8.22,0.009485094851,89.71428571,0.1560509554,passive,passive
F,67,13629eb02b5b4b429c469ca53a5931aa,2018-01-18,78000,1043,1,3,3,3,1,1,1,1,0,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,73.16,7.142857143,171.4285714,2,12,1,0.333,24.39,0.002876318313,27.85714286,0.1076923077,active,passive
M,45,79e9755d1f764049b027dc209bd2a85d,2015-01-29,57000,2128,4,5,4,6,4,2,3,4,3,1,5,2,3,5,3,2,0,4,2,3,4,3,1,0,90.42,9.615384615,168,20,25,0.8,0.8,15.07,0.002819548872,182.8571429,0.0328125,active,passive
M,59,020be8b0fafa446ebcce6449b20bc92c,2015-06-18,42000,1988,1,5,2,11,1,0,1,1,1,0,5,1,4,4,1,3,1,2,1,2,1,0,1,1,34.88,7.5,153,5,14,0.4,0.2,3.17,0.005533199195,162.8571429,0.06754385965,passive,passive
F,67,a77148314c374f5b9ca103d20d4a7c0f,2017-11-30,100000,1092,2,4,4,3,2,1,2,1,2,0,4,2,4,3,2,2,0,4,2,4,3,2,2,0,76.4,8.5,182.4,15,19,1,0.5,25.47,0.002747252747,34.85714286,0.08606557377,active,passive
F,65,cc5ba93c23fe4e4eae16398c03d6825c,2016-08-15,88000,1564,4,4,2,10,4,2,2,4,0,4,4,2,2,4,0,4,0,2,2,2,2,0,2,0,233.49,13.1,218.4,15,15,0.5,1,23.35,0.006393861893,102.2857143,0.09776536313,passive,passive
F,58,0215efe5136d4a038cb81eae92d59368,2015-11-16,64000,1837,4,5,5,13,4,3,3,4,1,3,5,4,4,4,1,3,1,5,4,4,4,1,3,1,767.29,9,174.8571429,15,15,1,0.8,59.02,0.00707675558,141.2857143,0.09201213347,active,passive
M,71,0d9532ebd7394223a47f93849cc8eee1,2018-05-13,69000,928,1,6,4,6,1,1,1,1,0,1,6,5,5,5,3,3,0,4,4,4,3,3,1,0,20.32,10.63636364,176.7272727,2,40,0.67,0.167,3.39,0.006465517241,11.42857143,0.525,passive,active
F,63,8a9994eaa2164d08a8a21488139b2239,2018-06-07,55000,903,4,6,3,10,4,1,2,4,2,2,6,1,4,6,2,2,2,3,1,3,3,2,0,1,104.56,8.461538462,162.4615385,20,20,0.5,0.667,10.46,0.01107419712,7.857142857,1.272727273,passive,active
F,48,8ba88f5a415f49d6be2eb2ffa484cf56,2017-05-12,63000,1294,3,4,4,8,3,1,2,3,1,2,4,1,3,4,1,2,1,4,1,3,4,1,2,1,117.37,9.545454545,194.1818182,12,12,1,0.75,14.67,0.006182380216,63.71428571,0.1255605381,active,passive
F,71,19e3065907254d26a27dffe11d0adeaf,2018-03-30,70000,972,2,5,4,5,2,1,2,2,1,1,5,3,5,3,2,1,2,4,3,4,2,2,1,1,15.32,5.909090909,163.6363636,7,17,0.8,0.4,3.06,0.005144032922,17.71428571,0.2822580645,active,passive
M,66,8be58f600459402b9ec6f2c80bd7d364,2017-09-01,108000,1182,3,4,2,7,3,2,3,3,3,0,4,2,4,4,3,0,1,2,2,2,2,2,0,0,199.81,7.777777778,128,25,25,0.5,0.75,28.54,0.005922165821,47.71428571,0.1467065868,passive,passive
F,67,fcbc20cfa9f14b6f948c9e9ccf2fcdf6,2018-07-17,86000,863,5,5,4,4,5,5,5,4,4,1,5,5,5,4,4,1,0,4,4,4,4,3,1,0,67.63,6.142857143,137.1428571,28,28,0.8,1,16.91,0.004634994206,2.142857143,1.866666667,active,active
M,37,c0ad83c653ef4f1581612a9454441eb4,2015-10-31,57000,1853,3,5,4,12,3,3,3,1,3,0,5,3,5,3,3,0,2,4,3,4,2,3,0,1,186.63,6.25,138,25,25,0.8,0.6,15.55,0.006475984889,143.5714286,0.08358208955,active,passive
M,52,2059cc920c6f493c811776fbf72d2017,2016-12-22,72000,1435,3,4,4,6,3,1,1,3,1,2,4,2,2,3,1,2,1,4,2,2,3,1,2,1,96.09,12.27272727,176.7272727,15,15,1,0.75,16.01,0.004181184669,83.85714286,0.07155025554,active,passive
F,63,e3504fe85a1e4344be0987966279edfb,2017-03-21,36000,1346,1,2,1,13,1,1,1,0,1,0,2,1,2,1,1,1,0,1,1,1,0,1,0,0,119.11,10,168,10,12,0.5,0.5,9.16,0.009658246657,71.14285714,0.1827309237,passive,passive
M,47,daaebe2720eb40b2a87a36748872eee3,2018-03-10,59000,992,0,4,3,3,0,0,0,0,0,0,4,3,4,3,1,1,2,3,2,3,3,1,1,1,33.65,4.285714286,140.5714286,0,7,0.75,0,11.22,0.003024193548,20.57142857,0.1458333333,passive,passive
M,67,d19d23efa5ee42e5b97f50ceaaa44130,2016-07-14,90000,1596,6,6,5,10,6,5,5,4,4,2,6,5,5,4,4,2,0,5,4,4,4,3,2,0,217.57,10.88235294,176.4705882,42,42,0.83,1,21.76,0.00626566416,106.8571429,0.0935828877,active,passive
M,53,96bce0abe1e04098b7ead648cc957c0d,2016-09-12,69000,1536,2,2,2,16,2,1,1,2,1,1,2,1,1,2,1,1,0,2,1,1,2,1,1,0,288.71,15,180,15,15,1,1,18.04,0.01041666667,98.28571429,0.1627906977,active,passive
F,53,e6953205247a4160a6b483f521ce0d57,2017-08-14,53000,1200,3,4,4,2,3,3,3,3,1,2,4,3,4,4,1,2,1,4,3,4,4,1,2,1,30.63,5.181818182,141.8181818,11,11,1,0.75,15.32,0.001666666667,50.28571429,0.03977272727,active,passive
F,48,981097a0c3a04335a77b9727d29e9bc1,2016-07-25,54000,1585,4,6,4,15,4,2,3,4,0,4,6,4,5,4,1,4,1,4,4,4,2,1,2,1,59.9,10,195.4285714,11,21,0.67,0.667,3.99,0.009463722397,105.2857143,0.1424694708,passive,passive
M,19,35e371655ddb472ea707489a4d92f183,2017-10-07,32000,1146,1,4,2,13,1,0,1,1,1,0,4,1,4,4,3,0,1,2,0,2,2,1,0,1,36.04,4.285714286,140.5714286,5,20,0.5,0.25,2.77,0.01134380454,42.57142857,0.3053691275,passive,passive
F,70,24206c31fa2f492080d941db22b1a195,2017-08-05,42000,1209,0,4,3,1,0,0,0,0,0,0,4,3,4,4,1,2,1,3,3,3,3,1,2,0,1.8,5.428571429,144,0,11,0.75,0,1.8,0.0008271298594,51.57142857,0.01939058172,passive,passive
F,65,748b3ef956ed4a84aec1517a0347a7d5,2017-08-06,83000,1208,4,4,3,11,4,2,3,4,1,3,4,2,3,4,1,3,0,3,2,3,3,1,2,0,233.02,10.45454545,187.6363636,14,14,0.75,1,21.18,0.009105960265,51.42857143,0.2138888889,passive,passive
M,33,f576cc0ee40c4cb2b0f358afe5ecdcf8,2018-01-13,39000,1048,4,6,3,14,4,3,3,4,3,1,6,3,4,6,3,2,1,3,3,3,3,3,0,0,127.73,11.53846154,145.8461538,35,40,0.5,0.667,9.12,0.01335877863,28.57142857,0.49,passive,passive
F,45,802db9afacd145d9bdf337abe02d714c,2017-12-08,54000,1084,3,4,4,8,3,3,3,2,2,1,4,3,4,3,2,1,1,4,3,4,3,2,1,1,106.68,6,141.8181818,18,18,1,0.75,13.34,0.007380073801,33.71428571,0.2372881356,active,passive
M,75,ceedc974c26147dfa1190aa4148d3065,2018-02-25,92000,1005,3,5,4,3,3,2,3,3,0,3,5,3,4,4,0,4,1,4,2,3,3,0,3,1,60.68,8.75,164,8,13,0.8,0.6,20.23,0.002985074627,22.42857143,0.1337579618,active,passive
F,56,672871c78e154a02a2b1a8d055010aa2,2017-09-19,99000,1164,3,5,5,3,3,3,3,3,1,2,5,5,5,3,1,2,2,5,5,5,3,1,2,2,60.58,4.384615385,127.3846154,11,11,1,0.6,20.19,0.002577319588,45.14285714,0.0664556962,active,passive
F,77,128b2581fc6a4eecb542dd071fd5ea33,2015-09-03,59000,1911,5,6,6,16,5,3,5,4,5,0,6,3,6,5,5,0,1,6,3,6,5,5,0,1,236.23,6.176470588,142.5882353,35,35,1,0.833,14.76,0.008372579801,151.8571429,0.1053621825,active,passive
M,91,a703301c44e148d8ab9ca6fab0b585c8,2018-07-20,69000,860,1,6,5,5,1,1,1,1,0,1,6,3,6,6,1,3,2,5,3,5,5,1,2,2,11.1,5.083333333,148,3,12,0.83,0.167,2.22,0.005813953488,1.714285714,2.916666667,passive,active
F,42,699b6139aae54432a21ce41f0ad77fc6,2018-03-12,69000,990,0,3,1,5,0,0,0,0,0,0,3,1,2,3,0,3,0,1,1,1,1,0,1,0,18.69,12.5,222,0,9,0.33,0,3.74,0.005050505051,20.28571429,0.2464788732,passive,passive
M,22,f72eee165c90470285c8f960ead8e33a,2014-08-05,55000,2305,2,6,5,12,2,1,2,2,0,2,6,4,5,4,2,3,1,5,4,5,3,2,2,1,33.22,8.461538462,168,4,24,0.83,0.333,2.77,0.005206073753,208.1428571,0.05765271105,active,passive
M,20,d51f7a0048da4a36af919f4ed4888262,2017-04-28,63000,1308,3,5,5,19,3,3,3,3,2,1,5,4,5,5,3,1,1,5,4,5,5,3,1,1,64.01,6.153846154,144,12,22,1,0.6,3.37,0.01452599388,65.71428571,0.2891304348,active,passive
F,31,d9bd65bf66f74cd0b9a8f626ed14f7d8,2017-09-17,34000,1166,0,5,3,2,0,0,0,0,0,0,5,3,4,4,4,1,0,3,3,3,2,3,0,0,1.37,8.125,153,0,30,0.6,0,0.68,0.001715265866,45.42857143,0.04402515723,passive,passive
M,48,0647d8018845486094ce99b6ca99eb6c,2018-02-07,47000,1023,3,4,3,7,3,2,2,2,1,2,4,3,3,2,1,2,1,3,3,3,1,1,1,1,75.89,9.1,163.2,18,18,0.75,0.75,10.84,0.006842619746,25,0.28,passive,passive
M,61,262277a4539a4ebda2d262bd0f6e438b,2017-08-07,72000,1207,1,4,2,3,1,1,1,1,1,0,4,2,3,4,3,1,0,2,2,2,2,2,0,0,127.35,7.142857143,144,5,20,0.5,0.25,42.45,0.002485501243,51.28571429,0.05849582173,passive,passive
F,57,9a16df07c9f34c37ad8fe4f3f59b8c94,2017-02-15,78000,1380,2,3,3,8,2,2,2,2,1,1,3,2,3,3,1,1,1,3,2,3,3,1,1,1,141.93,6.375,132,13,13,1,0.667,17.74,0.005797101449,76,0.1052631579,active,passive
F,79,44444c221fd1473ca79ea107f85ba10d,2017-03-10,107000,1357,4,4,3,8,4,1,3,4,3,1,4,1,3,4,3,1,0,3,1,2,3,2,1,0,151.78,9.090909091,174.5454545,20,20,0.75,1,18.97,0.005895357406,72.71428571,0.1100196464,passive,passive
M,66,1b3ed8f0be194fe29ec3003832c2de1f,2013-11-02,51000,2581,0,3,3,13,0,0,0,0,0,0,3,3,3,1,2,0,1,3,3,3,1,2,0,1,68.99,6.666666667,120,0,20,1,0,5.31,0.005036807439,247.5714286,0.0525100981,passive,passive
F,90,7895d80887054803a8d035d48552cb87,2015-08-16,53000,1929,3,4,4,12,3,1,2,3,1,2,4,2,3,3,1,2,1,4,2,3,3,1,2,1,133.65,8.727272727,170.1818182,13,13,1,0.75,11.14,0.006220839813,154.4285714,0.07770582794,active,passive
F,60,85d51ac3c81f49b9a179e80cf11d41f1,2016-09-24,77000,1524,3,6,2,5,3,1,2,3,1,2,6,3,5,5,2,2,2,2,2,2,1,0,1,1,103.96,7.363636364,152.7272727,13,23,0.33,0.5,20.79,0.003280839895,96.57142857,0.05177514793,passive,passive
M,32,8b5ced0708ef473291264e708f8aa90c,2017-09-05,69000,1178,0,5,3,4,0,0,0,0,0,0,5,4,5,3,3,0,2,3,3,3,1,2,0,1,7.95,4.375,117,0,20,0.6,0,1.99,0.003395585739,47.14285714,0.08484848485,passive,passive
M,56,3859d1e1029149639e33ba3a33aa8748,2018-02-28,79000,1002,2,6,6,3,2,0,2,2,1,1,6,3,6,6,3,2,1,6,3,6,6,3,2,1,62.92,7.071428571,144,7,30,1,0.333,20.97,0.002994011976,22,0.1363636364,active,passive
M,51,9b261db99d374278be6eba85fe873939,2017-08-24,96000,1190,0,5,4,0,0,0,0,0,0,0,5,4,5,2,3,0,2,4,3,4,2,2,0,2,0,4.444444444,120,0,25,0.8,0,0,0,48.85714286,0,passive,passive
M,71,fff7576017104bcc8677a8d63322b5e1,2017-10-31,73000,1122,3,5,4,6,3,2,3,3,1,2,5,4,5,4,3,2,0,4,4,4,3,2,2,0,29.94,9.166666667,196,9,29,0.8,0.6,4.99,0.005347593583,39.14285714,0.1532846715,active,passive
F,52,441d7217bbd24a3a8ff178ff33fc09a6,2017-12-23,89000,1069,3,5,5,4,3,3,3,3,3,0,5,4,5,5,4,1,0,5,4,5,5,4,1,0,104.12,8.076923077,145.8461538,25,32,1,0.6,26.03,0.00374181478,31.57142857,0.1266968326,active,passive
F,51,54bb578eff2946808f0ac8c33f641883,2017-04-16,42000,1320,3,4,3,16,3,1,2,3,1,2,4,2,3,3,1,2,1,3,2,3,2,1,1,1,178.24,8.5,184.8,12,12,0.75,0.75,11.14,0.01212121212,67.42857143,0.2372881356,passive,passive
F,68,0c1c3ea43216407eb168841c1a140337,2017-11-19,80000,1103,2,2,2,4,2,1,2,2,2,0,2,1,2,2,2,0,0,2,1,2,2,2,0,0,75.24,7.5,144,15,15,1,1,18.81,0.003626473255,36.42857143,0.1098039216,active,passive
M,72,9a30e5e95d734323908769529d201f65,2018-03-23,73000,979,1,4,2,3,1,0,1,1,0,1,4,2,4,3,1,1,2,2,1,2,2,1,1,0,48.12,7.142857143,130.2857143,2,12,0.5,0.25,16.04,0.003064351379,18.71428571,0.1603053435,passive,passive
M,47,f689c31ee88446cd852b7e744748c16f,2016-11-03,66000,1484,4,5,5,15,4,3,4,4,1,3,5,4,5,4,1,3,1,5,4,5,4,1,3,1,257.7,6.857142857,185.1428571,12,12,1,0.8,17.18,0.01010781671,90.85714286,0.1650943396,active,passive
M,83,3e721d353367455e9a614a8ad85be101,2017-08-19,110000,1195,0,4,3,0,0,0,0,0,0,0,4,2,3,4,2,2,0,3,2,3,3,2,1,0,0,10,185.1428571,0,22,0.75,0,0,0,49.57142857,0,passive,passive
M,52,ca2458fa84cc4667ab420e8559f88439,2017-05-17,41000,1289,0,3,2,11,0,0,0,0,0,0,3,3,3,1,1,0,2,2,2,2,0,0,0,2,29.09,2,81.6,0,10,0.67,0,2.64,0.008533747091,63,0.1746031746,passive,passive
M,32,cf7e4e33c98e4a2489846d97d46cb84e,2016-03-10,45000,1722,2,5,5,25,2,2,2,1,2,0,5,3,5,3,2,0,3,5,3,5,3,2,0,3,190.12,3.75,116,15,15,1,0.4,7.6,0.01451800232,124.8571429,0.200228833,active,passive
M,49,f3bcf269056e4f79838751579d113e60,2016-09-01,78000,1547,2,3,2,8,2,1,1,2,1,1,3,2,2,2,1,1,1,2,2,2,1,1,0,1,168.91,10,140.5714286,15,15,0.67,0.667,21.11,0.005171299289,99.85714286,0.08011444921,passive,passive
M,76,985cee18d3924059afd7b8885a5f0702,2018-06-19,69000,891,1,5,5,3,1,0,1,1,0,1,5,2,5,5,2,2,1,5,2,5,5,2,2,1,47.46,8.181818182,137.4545455,2,24,1,0.2,15.82,0.003367003367,6.142857143,0.488372093,active,passive
F,84,f4fa477e66204420b0c0b90448596a46,2017-08-16,106000,1198,5,5,4,11,5,2,3,4,1,4,5,2,3,4,1,4,0,4,2,3,3,1,3,0,981.37,12.92857143,193.7142857,25,25,0.8,1,89.22,0.00918196995,50,0.22,active,passive
O,45,67150b0ac62b4762b327de7242ede92e,2017-01-01,37000,1425,5,5,4,22,5,1,4,5,2,3,5,1,4,5,2,3,0,4,1,4,4,2,2,0,239.9,9.285714286,193.7142857,19,19,0.8,1,10.9,0.01543859649,82.42857143,0.266897747,active,passive
M,49,e137c8f1c32a44cea563b8a3a471b101,2016-02-26,64000,1735,4,6,5,13,4,0,3,4,1,3,6,1,5,6,2,3,1,5,1,5,5,2,2,1,229.77,9,161.6,14,24,0.83,0.667,17.67,0.007492795389,126.7142857,0.1025930101,active,passive
M,68,7be982d4b27645bea95eeb8f71fb5ec0,2016-03-24,50000,1708,4,6,5,15,4,4,4,3,3,1,6,5,6,4,3,1,2,5,4,5,4,3,1,1,142.55,7,147.2,27,27,0.83,0.667,9.5,0.008782201405,122.8571429,0.1220930233,active,passive
M,23,0ba55f2ffeef4c70b34e1838ee36f920,2018-01-17,31000,1044,0,6,5,5,0,0,0,0,0,0,6,6,6,4,3,2,1,5,5,5,3,3,1,1,6.68,6.090909091,146.1818182,0,25,0.83,0,1.34,0.004789272031,28,0.1785714286,passive,passive
F,60,da37f5aae7834a9aa6eb19a3e4ce776a,2013-10-27,87000,2587,5,6,6,9,5,3,5,5,3,2,6,3,6,6,3,2,1,6,3,6,6,3,2,1,176.04,7.411764706,142.5882353,30,30,1,0.833,19.56,0.003478933127,248.4285714,0.03622771708,active,passive
F,66,e3385d8c1c324d63a0857cb22776509d,2013-09-19,42000,2625,2,3,3,11,2,2,2,2,0,2,3,2,3,3,1,2,0,3,2,3,3,1,2,0,42.12,8.75,222,4,9,1,0.667,3.83,0.00419047619,253.8571429,0.04333145751,active,passive
M,49,531720b83d944bceb9f2eb96c590c5a6,2017-04-17,109000,1319,4,5,4,8,4,3,4,4,2,2,5,4,5,5,3,2,0,4,4,4,4,3,1,0,236.73,8.538461538,138.4615385,25,30,0.8,0.8,29.59,0.00606520091,67.28571429,0.118895966,active,passive
F,41,f969f5f7c6964961ae6c27bd366d51b6,2016-07-23,51000,1587,3,5,3,8,3,1,1,3,1,2,5,2,3,4,2,2,1,3,1,2,2,1,1,1,106.61,11.81818182,174.5454545,20,25,0.6,0.6,13.33,0.005040957782,105.5714286,0.07577807848,passive,passive
M,63,8dbfa485249f409aa223a2130f40634a,2015-11-18,48000,1835,3,5,5,36,3,2,2,3,0,3,5,4,4,4,2,3,0,5,4,4,4,2,3,0,76.46,11.61538462,193.8461538,10,30,1,0.6,2.12,0.01961852861,141,0.2553191489,active,passive
M,20,536ab076982d4b10aea44b4a4624ebe9,2016-07-09,40000,1601,2,4,4,24,2,2,2,2,0,2,4,4,4,3,2,2,0,4,4,4,3,2,2,0,49.4,8.2,158.4,6,26,1,0.5,2.06,0.01499063086,107.5714286,0.2231075697,active,passive
F,61,888c4bee1cb5473a975e73150c6b40e1,2018-03-20,37000,982,0,6,2,4,0,0,0,0,0,0,6,2,6,5,2,0,4,2,2,2,1,1,0,1,11.42,3.125,105,0,15,0.33,0,2.86,0.004073319756,19.14285714,0.2089552239,passive,passive
